assumed_forecast_cv,penalty_to_export_value_ratio,method_id,realized_cv_multiplier,realized_mean_bias,cell_count,mean_private_utility_gain_mw_equivalent,mean_total_delivery_change_mw,mean_system_delivery_loss_mw,mean_incremental_own_idle_award_mw
0.0,0.1,fairness_qp,1.5,-0.1,60,0.0014219986529432503,-0.006599339362291216,0.006599339362291216,0.0052910134604719295
0.0,0.1,fairness_qp,1.5,0.0,60,0.0056456097433550964,-0.003579167114194626,0.0037054267570704254,0.0014513670146429785
0.0,0.1,fairness_qp,1.5,0.1,60,0.007242113459462373,-0.0021278000995516503,0.0031327254684696843,0.0
0.0,0.1,flat_level,0.5,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,0.5,0.0,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,0.5,0.1,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,1.0,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,1.0,0.0,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,1.0,0.1,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,1.5,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,1.5,0.0,60,0.0,0.0,0.0,0.0
0.0,0.1,flat_level,1.5,0.1,60,0.0,0.0,0.0,0.0
0.0,0.1,max_export_lp,0.5,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.1,max_export_lp,0.5,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.1,max_export_lp,0.5,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.1,max_export_lp,1.0,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.1,max_export_lp,1.0,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.1,max_export_lp,1.0,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.1,max_export_lp,1.5,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.1,max_export_lp,1.5,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.1,max_export_lp,1.5,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.1,weighted_proportional,0.5,-0.1,60,0.0021512331168872818,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.1,weighted_proportional,0.5,0.0,60,0.008636673616887277,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.1,weighted_proportional,0.5,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.1,weighted_proportional,1.0,-0.1,60,0.0021512331168872818,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.1,weighted_proportional,1.0,0.0,60,0.008636673616887277,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.1,weighted_proportional,1.0,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.1,weighted_proportional,1.5,-0.1,60,0.0021512331168872818,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.1,weighted_proportional,1.5,0.0,60,0.008636673616887277,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.1,weighted_proportional,1.5,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.25,equal_kw_reduction,0.5,-0.1,60,-0.00037709095691640604,-0.0030292218981802675,0.0030292218981802675,0.006395971057587856
0.0,0.25,equal_kw_reduction,0.5,0.0,60,0.004537462280346841,-0.0031745190940514942,0.003437440360226455,0.002464328467777259
0.0,0.25,equal_kw_reduction,0.5,0.1,60,0.007617872865068416,-0.0007101906262741616,0.0028197342890886896,0.0
0.0,0.25,equal_kw_reduction,1.0,-0.1,60,-0.00037709095691640604,-0.0030292218981802675,0.0030292218981802675,0.006395971057587856
0.0,0.25,equal_kw_reduction,1.0,0.0,60,0.004537462280346841,-0.0031745190940514942,0.003437440360226455,0.002464328467777259
0.0,0.25,equal_kw_reduction,1.0,0.1,60,0.007617872865068416,-0.0007101906262741616,0.0028197342890886896,0.0
0.0,0.25,equal_kw_reduction,1.5,-0.1,60,-0.00037709095691640604,-0.0030292218981802675,0.0030292218981802675,0.006395971057587856
0.0,0.25,equal_kw_reduction,1.5,0.0,60,0.004537462280346841,-0.0031745190940514942,0.003437440360226455,0.002464328467777259
0.0,0.25,equal_kw_reduction,1.5,0.1,60,0.007617872865068416,-0.0007101906262741616,0.0028197342890886896,0.0
0.0,0.25,fairness_qp,0.5,-0.1,60,0.0007722027794268211,-0.0057511141350547875,0.0057511141350547875,0.004715588878254486
0.0,0.25,fairness_qp,0.5,0.0,60,0.005441334073769439,-0.0027538352946482212,0.0028800949375240212,0.0009802838427803923
0.0,0.25,fairness_qp,0.5,0.1,60,0.00666668887724493,-0.001773551451867831,0.0027784768207858653,0.0
0.0,0.25,fairness_qp,1.0,-0.1,60,0.0007722027794268211,-0.0057511141350547875,0.0057511141350547875,0.004715588878254486
0.0,0.25,fairness_qp,1.0,0.0,60,0.005441334073769439,-0.0027538352946482212,0.0028800949375240212,0.0009802838427803923
0.0,0.25,fairness_qp,1.0,0.1,60,0.00666668887724493,-0.001773551451867831,0.0027784768207858653,0.0
0.0,0.25,fairness_qp,1.5,-0.1,60,0.0007722027794268211,-0.0057511141350547875,0.0057511141350547875,0.004715588878254486
0.0,0.25,fairness_qp,1.5,0.0,60,0.005441334073769439,-0.0027538352946482212,0.0028800949375240212,0.0009802838427803923
0.0,0.25,fairness_qp,1.5,0.1,60,0.00666668887724493,-0.001773551451867831,0.0027784768207858653,0.0
0.0,0.25,flat_level,0.5,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,0.5,0.0,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,0.5,0.1,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,1.0,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,1.0,0.0,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,1.0,0.1,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,1.5,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,1.5,0.0,60,0.0,0.0,0.0,0.0
0.0,0.25,flat_level,1.5,0.1,60,0.0,0.0,0.0,0.0
0.0,0.25,max_export_lp,0.5,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.25,max_export_lp,0.5,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.25,max_export_lp,0.5,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.25,max_export_lp,1.0,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.25,max_export_lp,1.0,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.25,max_export_lp,1.0,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.25,max_export_lp,1.5,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.25,max_export_lp,1.5,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.25,max_export_lp,1.5,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.25,weighted_proportional,0.5,-0.1,60,0.0011342051422085846,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.25,weighted_proportional,0.5,0.0,60,0.008504023892208579,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.25,weighted_proportional,0.5,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.25,weighted_proportional,1.0,-0.1,60,0.0011342051422085846,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.25,weighted_proportional,1.0,0.0,60,0.008504023892208579,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.25,weighted_proportional,1.0,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.25,weighted_proportional,1.5,-0.1,60,0.0011342051422085846,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.25,weighted_proportional,1.5,0.0,60,0.008504023892208579,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.25,weighted_proportional,1.5,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.5,equal_kw_reduction,0.5,-0.1,60,-0.0019015096968531466,-0.0028681945830664785,0.0028681945830664785,0.006246823008667413
0.0,0.5,equal_kw_reduction,0.5,0.0,60,0.003926043678100624,-0.002899071470331971,0.003161992736506932,0.0023617874253648984
0.0,0.5,equal_kw_reduction,0.5,0.1,60,0.007468724816147973,-0.0005372840449670087,0.002646827707781537,0.0
0.0,0.5,equal_kw_reduction,1.0,-0.1,60,-0.0019015096968531466,-0.0028681945830664785,0.0028681945830664785,0.006246823008667413
0.0,0.5,equal_kw_reduction,1.0,0.0,60,0.003926043678100624,-0.002899071470331971,0.003161992736506932,0.0023617874253648984
0.0,0.5,equal_kw_reduction,1.0,0.1,60,0.007468724816147973,-0.0005372840449670087,0.002646827707781537,0.0
0.0,0.5,equal_kw_reduction,1.5,-0.1,60,-0.0019015096968531466,-0.0028681945830664785,0.0028681945830664785,0.006246823008667413
0.0,0.5,equal_kw_reduction,1.5,0.0,60,0.003926043678100624,-0.002899071470331971,0.003161992736506932,0.0023617874253648984
0.0,0.5,equal_kw_reduction,1.5,0.1,60,0.007468724816147973,-0.0005372840449670087,0.002646827707781537,0.0
0.0,0.5,fairness_qp,0.5,-0.1,60,-0.00030000176507533467,-0.005615042193075629,0.005615042193075629,0.004502203528131557
0.0,0.5,fairness_qp,0.5,0.0,60,0.005238416571105826,-0.0026481520471070847,0.002854113273705139,0.0008099246373441165
0.0,0.5,fairness_qp,0.5,0.1,60,0.006453303527122,-0.0018382274097629677,0.0027784768207858653,0.0
0.0,0.5,fairness_qp,1.0,-0.1,60,-0.00030000176507533467,-0.005615042193075629,0.005615042193075629,0.004502203528131557
0.0,0.5,fairness_qp,1.0,0.0,60,0.005238416571105826,-0.0026481520471070847,0.002854113273705139,0.0008099246373441165
0.0,0.5,fairness_qp,1.0,0.1,60,0.006453303527122,-0.0018382274097629677,0.0027784768207858653,0.0
0.0,0.5,fairness_qp,1.5,-0.1,60,-0.00030000176507533467,-0.005615042193075629,0.005615042193075629,0.004502203528131557
0.0,0.5,fairness_qp,1.5,0.0,60,0.005238416571105826,-0.0026481520471070847,0.002854113273705139,0.0008099246373441165
0.0,0.5,fairness_qp,1.5,0.1,60,0.006453303527122,-0.0018382274097629677,0.0027784768207858653,0.0
0.0,0.5,flat_level,0.5,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,0.5,0.0,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,0.5,0.1,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,1.0,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,1.0,0.0,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,1.0,0.1,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,1.5,-0.1,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,1.5,0.0,60,0.0,0.0,0.0,0.0
0.0,0.5,flat_level,1.5,0.1,60,0.0,0.0,0.0,0.0
0.0,0.5,max_export_lp,0.5,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.5,max_export_lp,0.5,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.5,max_export_lp,0.5,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.5,max_export_lp,1.0,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.5,max_export_lp,1.0,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.5,max_export_lp,1.0,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.5,max_export_lp,1.5,-0.1,60,1.1545095479416288e-08,5.6715202904437474e-11,8.203033807774318e-11,0.0
0.0,0.5,max_export_lp,1.5,0.0,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.5,max_export_lp,1.5,0.1,60,1.1545095479416288e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
0.0,0.5,weighted_proportional,0.5,-0.1,60,-0.0005608414822559133,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.5,weighted_proportional,0.5,0.0,60,0.008282941017744079,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.5,weighted_proportional,0.5,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.5,weighted_proportional,1.0,-0.1,60,-0.0005608414822559133,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.5,weighted_proportional,1.0,0.0,60,0.008282941017744079,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.5,weighted_proportional,1.0,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,0.5,weighted_proportional,1.5,-0.1,60,-0.0005608414822559133,-0.007737632468119807,0.007737632468119807,0.006780186497857991
0.0,0.5,weighted_proportional,1.5,0.0,60,0.008282941017744079,-0.0018417774681198133,0.0035743345022884714,0.0008843314978579967
0.0,0.5,weighted_proportional,1.5,0.1,60,0.009609438264531074,-0.0009574459702618351,0.003283974977785142,0.0
0.0,1.0,equal_kw_reduction,0.5,-0.1,60,-0.003119989805281642,-0.0025251655216446344,0.0025251655216446344,0.004341891612762202
0.0,1.0,equal_kw_reduction,0.5,0.0,60,0.0032574402303169685,-0.0029550711211810817,0.003161992736506932,0.0011531765949628968
