method_id,forecast_cv,penalty_to_export_value_ratio,cell_count,mean_selected_gamma,inflated_request_cell_share,strict_private_gain_cell_share,endogenous_externality_cell_share,productive_high_request_cell_share,mean_private_utility_gain_mw_equivalent,mean_own_delivery_gain_mw,mean_outside_delivery_loss_mw,mean_total_delivery_change_mw,mean_system_delivery_loss_mw,mean_incremental_own_idle_award_mw
flat_level,0.1,2.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.1,5.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.1,10.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.2,0.0,60,1.2033333333333334,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0010036191638501987,0.0010036191638501987,0.023544721905529656,-0.022541102741679465,0.022541102741679465,0.0036668153761927154
flat_level,0.2,0.05,60,1.2033333333333334,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0008202783950405639,0.0010036191638501987,0.023544721905529656,-0.022541102741679465,0.022541102741679465,0.0036668153761927154
flat_level,0.2,0.1,60,1.1033333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0006939240799700791,0.0008896462563718961,0.013251341163720388,-0.012361694907348524,0.012361694907348524,0.001957221764018168
flat_level,0.2,0.25,60,1.1033333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.00040034081536735307,0.0008896462563718961,0.013251341163720388,-0.012361694907348524,0.012361694907348524,0.001957221764018168
flat_level,0.2,0.5,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.2,1.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.2,2.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.2,5.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.2,10.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.3,0.0,60,1.2033333333333334,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0013470085388501978,0.0013470085388501978,0.022525185921219586,-0.021178177382369334,0.021178177382369334,0.0033234260011927165
flat_level,0.3,0.05,60,1.2033333333333334,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0011808372387905619,0.0013470085388501978,0.022525185921219586,-0.021178177382369334,0.021178177382369334,0.0033234260011927165
flat_level,0.3,0.1,60,1.1533333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0010287287205950797,0.0013188829751218966,0.019879364728032613,-0.01856048175291065,0.01856048175291065,0.002901542545268169
flat_level,0.3,0.25,60,1.1533333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0005934973388048546,0.0013188829751218966,0.019879364728032613,-0.01856048175291065,0.01856048175291065,0.002901542545268169
flat_level,0.3,0.5,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.3,1.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.3,2.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.3,5.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_level,0.3,10.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_export_lp,0.0,0.0,60,1.2833333333333334,0.4666666666666667,0.4666666666666667,0.0,0.2833333333333333,1.1545095479416288e-08,1.1545095479416288e-08,1.1488455940547434e-08,5.663948199341462e-11,8.207626430352851e-11,0.0
